wikipedia_title,wikipedia_url,question_original,question,question_type,answer,evidence,evidence_section_id,evidence_section_title,dataset_name,dataset_category_id,wikipedia_url_used_in_train,encyclopedic_vqa_split,dataset_image_ids
Carphophis amoenus,https://en.wikipedia.org/wiki/Carphophis_amoenus,What does this reptile eat?,What does this reptile eat?,templated,"earthworm, slugs, salamanders| earthworm ,slugs to small salamanders|earthworm, slugs and salamanders.","C. a. amoenus is almost exclusively an earthworm predator, but has also been known to consume other prey, from slugs to small salamanders|C. a. amoenus is almost exclusively an earthworm predator, but has also been known to consume other prey, from slugs to small salamanders|C. a. amoenus is almost exclusively an earthworm predator, but has also been known to consume other prey, from slugs to small salamanders.",2,General description and taxonomy|General description and taxonomy|General description and taxonomy,inaturalist,4897,False,test,2701463
Carphophis amoenus,https://en.wikipedia.org/wiki/Carphophis_amoenus,In this part of the world does this animal live?,In this part of the world does this animal live?,templated,eastern United States|eastern United States|eastern United States. ,species of nonvenomous colubrid endemic to the eastern United States|species of nonvenomous colubrid endemic to the eastern United States|species of nonvenomous colubrid endemic to the eastern United States.,0,Carphophis amoenus|Carphophis amoenus|Carphophis amoenus,inaturalist,4897,False,test,2728404
Carphophis amoenus,https://en.wikipedia.org/wiki/Carphophis_amoenus,How large does this animal become typically?,How large does this animal become typically?,templated,19-34 cm|19 to 34cm |19–34 cm,"Adults are 19–28 cm (7.5–11.0 in) in total length, record 34 cm (13 in)|Adults are 19–28 cm (7.5–11.0 in) in total length, record 34 cm (13 in)|Adults are 19–28 cm (7.5–11.0 in) in total length, record 34 cm (13 in) .",1,Description|Description|Description,inaturalist,4897,False,test,2742314
Carphophis amoenus,https://en.wikipedia.org/wiki/Carphophis_amoenus,How many egg does this reptile typically lay?,How many egg does this reptile typically lay?,templated,two to eight | two to eight |two to eight,"Eggs are laid in late June or early July, two to eight per clutch|Eggs are laid in late June or early July, two to eight per clutch|Eggs are laid in late June or early July, two to eight per clutch.",5,Reproduction|Reproduction|Reproduction,inaturalist,4897,False,test,2699875
Crotalus viridis,https://en.wikipedia.org/wiki/Crotalus_viridis,"What is the habitat of this reptile? (e.g. swamp, mountain, desert etc.)",What is the habitat of this reptile? ,templated,dry areas|dry areas |dry areas,They seem to prefer dry areas with moderate vegetation coverage|They seem to prefer dry areas with moderate vegetation coverage.|They seem to prefer dry areas with moderate vegetation coverage,3,Distribution and habitat|Distribution and habitat|Distribution and habitat,inaturalist,5123,True,test,2698380
Sceloporus jarrovii,https://en.wikipedia.org/wiki/Sceloporus_jarrovii,In this part of the world does this animal live?,In this part of the world does this animal live?,templated,southwestern United States and northern Mexico|southwestern United States and northern Mexico|southwestern United State and northern Mexico,The species is native to the southwestern United States and northern Mexico|The species is native to the southwestern United States and northern Mexico|The species is native to the southwestern United States and northern Mexico.,0,Sceloporus jarrovii|Sceloporus jarrovii|Sceloporus jarrovii,inaturalist,5050,False,test,2726067
Sceloporus jarrovii,https://en.wikipedia.org/wiki/Sceloporus_jarrovii,How large does this animal become typically?,How large does this animal become typically?,templated,10.5 cm | 10.5 cm|10.5 cm,S. jarrovii grows to a snout-to-vent length of 10.5 cm (4.1 in)|S. jarrovii grows to a snout-to-vent length of 10.5 cm (4.1 in)|S. jarrovii grows to a snout-to-vent length of 10.5 cm (4.1 in),4,Description|Description|Description,inaturalist,5050,False,test,2722907
Sceloporus jarrovii,https://en.wikipedia.org/wiki/Sceloporus_jarrovii,"What is the habitat of this reptile? (e.g. swamp, mountain, desert etc.)",What is the habitat of this reptile? ,templated,forest and rocky areas| forest and rocky areas.|forest and rocky areas.,The preferred natural habitats of S. jarrovii are forest and rocky areas|The preferred natural habitats of S. jarrovii are forest and rocky areas.|The preferred natural habitats of S. jarrovii are forest and rocky areas.,3,Habitat|Habitat|Habitat,inaturalist,5050,False,test,2782641
Nucella lamellosa,https://en.wikipedia.org/wiki/Nucella_lamellosa,In which part of the world does this animal live?,In which part of the world does this animal live?,templated,easternmPacific Ocean|eastern Pacific Ocean|eastern Pacific Ocean,This species occurs in the eastern Pacific Ocean|This species occurs in the eastern Pacific Ocean|This species occurs in the eastern Pacific Ocean,0,Nucella lamellosa|Nucella lamellosa|Nucella lamellosa,inaturalist,5286,False,test,2726334
Nucella lamellosa,https://en.wikipedia.org/wiki/Nucella_lamellosa,Is this an invasive species?,Is this an invasive species?,templated,Yes,a recently introduced invasive species of crab,3,Ecology,inaturalist,5286,False,test,2694935
Nucella lamellosa,https://en.wikipedia.org/wiki/Nucella_lamellosa,What does this animal eat?,What does this animal eat?,templated,mussels and barnacles|mussels and barnacles|mussels and barnacles.,"This whelk is a predator, feeding largely on mussels and barnacles|This whelk is a predator, feeding largely on mussels and barnacles|This whelk is a predator, feeding largely on mussels and barnacles.",3,Ecology|Ecology|Ecology,inaturalist,5286,False,test,2752847
Nucella lamellosa,https://en.wikipedia.org/wiki/Nucella_lamellosa,"What is the habitat of this animal? (e.g. swamp, mountain, desert etc.)",What is the habitat of this animal? ,templated,intertidally on rocks| intertidally on rocks|intertidally on rocks,It is found intertidally on rocks from the mid to lower shore|It is found intertidally on rocks from the mid to lower shore|It is found intertidally on rocks from the mid to lower shore,2,Distribution|Distribution|Distribution,inaturalist,5286,False,test,2758013
Chiton glaucus,https://en.wikipedia.org/wiki/Chiton_glaucus,How large does this animal become typically,How large does this animal become typically?,templated,30-35 mm|30-35 mm|30-35 mm,The size of the organism is commonly 30-35 mm long.|The size of the organism is commonly 30-35 mm long.|The size of the organism is commonly 30-35 mm long.,1,Description|Description|Description,inaturalist,5381,True,test,2724396
Limacia cockerelli,https://en.wikipedia.org/wiki/Limacia_cockerelli,In which part of the world does this animal live?,In which part of the world does this animal live?,templated,West coast of North America|West coast of North America|West coast of North America,"This species is found from the West coast of North America, ranging from Vancouver Island, British Columbia, Canada to San Diego|This species is found from the West coast of North America, ranging from Vancouver Island, British Columbia, Canada to San Diego|This species is found from the West coast of North America, ranging from Vancouver Island, British Columbia, Canada to San Diego.",1,Distribution|Distribution|Distribution,inaturalist,5325,False,test,2718556
Limacia cockerelli,https://en.wikipedia.org/wiki/Limacia_cockerelli,How large does this animal become typically,How large does this animal become typically?,templated,26 mm|26 mm|26 mm ,This species reaches lengths of 26 mm (1.0 in)|This species reaches lengths of 26 mm (1.0 in)|This species reaches lengths of 26 mm (1.0 in).,2,Description|Description|Description,inaturalist,5325,False,test,2758799
Limacus flavus,https://en.wikipedia.org/wiki/Limacus_flavus,What does this animal eat?,What does this animal eat?,templated,"fungi, decaying matter, and vegetables| fungi, decaying matter, and vegetables.|fungi, decaying matter, and vegetables.","This species feeds mostly on fungi, decaying matter, and vegetables.|This species feeds mostly on fungi, decaying matter, and vegetables.|This species feeds mostly on fungi, decaying matter, and vegetables.",4,Ecology|Ecology|Ecology,inaturalist,5355,True,test,2716772
Pomacea canaliculata,https://en.wikipedia.org/wiki/Pomacea_canaliculata,"What is the habitat of this animal? (e.g. swamp, mountain, desert etc.)",What is the habitat of this animal? ,templated,"freshwater lake, river, pond and swamp habitats| freshwater lake, river, pond and swamp habitats|freshwater lake, river, pond and swamp habitats","This species lives in freshwater lake, river, pond and swamp habitats and tolerates a wide range of temperatures|This species lives in freshwater lake, river, pond and swamp habitats and tolerates a wide range of temperatures|This species lives in freshwater lake, river, pond and swamp habitats and tolerates a wide range of temperatures.",5,Habitat|Habitat|Habitat,inaturalist,5259,True,test,2736606
Parasteatoda tepidariorum,https://en.wikipedia.org/wiki/Parasteatoda_tepidariorum,"What is the habitat of this animal? (e.g. swamp, mountain, desert etc.)",What is the habitat of this animal? ,templated, human dwellings| human dwellings|human dwellings,Common house spiders are synanthropic and live in and near human dwellings|Common house spiders are synanthropic and live in and near human dwellings.|Common house spiders are synanthropic and live in and near human dwellings.,0,Parasteatoda tepidariorum|Parasteatoda tepidariorum|Parasteatoda tepidariorum,inaturalist,120,False,test,2715013
Parasteatoda tepidariorum,https://en.wikipedia.org/wiki/Parasteatoda_tepidariorum,How do these animals catch their prey?,How do these animals catch their prey?,templated,entangle |entangle|entangle ,the spider follows disturbances transmitted along the web to entangle and then paralyze its prey|the spider follows disturbances transmitted along the web to entangle and then paralyze its prey|spider follows disturbances transmitted along the web to entangle and then paralyze its prey,0,Parasteatoda tepidariorum|Parasteatoda tepidariorum|Parasteatoda tepidariorum,inaturalist,120,False,test,2731140
Parasteatoda tepidariorum,https://en.wikipedia.org/wiki/Parasteatoda_tepidariorum,How big is an adult of this species typically?,How big is an adult of this species typically?,templated,3.8mm-6millimeteres|3.8mm-6mm|3.8 to 6 millimetres ,"Females are generally between 5 and 6 millimetres (0.20 and 0.24 in) long, and males are generally between 3.8 and 4.7 millimetres (0.15 and 0.19 in) long.|Females are generally between 5 and 6 millimetres (0.20 and 0.24 in) long, and males are generally between 3.8 and 4.7 millimetres (0.15 and 0.19 in) long|Females are generally between 5 and 6 millimetres (0.20 and 0.24 in) long, and males are generally between 3.8 and 4.7 millimetres (0.15 and 0.19 in) long.",2,Appearance|Appearance|Appearance,inaturalist,120,False,test,2733030
Eriophora pustulosa,https://en.wikipedia.org/wiki/Eriophora_pustulosa,In which country or region does this animal live?,In which country or region does this animal live?,templated,Australia and New Zealand| Australia and New Zealand|Australia and New Zealand.,"garden orb weaver spider, is a common small species of spider found in Australia and New Zealand.|garden orb weaver spider, is a common small species of spider found in Australia and New Zealand|garden orb weaver spider, is a common small species of spider found in Australia and New Zealand.",0,Eriophora pustulosa|Eriophora pustulosa|Eriophora pustulosa,inaturalist,26,False,test,2732973
Latrodectus variolus,https://en.wikipedia.org/wiki/Latrodectus_variolus,In which country or region does this animal live?,In which country or region does this animal live?,templated, United States|United States|United States,"It is commonly found in Middle Atlantic states (New Jersey, Delaware, Maryland) of the United States|It is commonly found in Middle Atlantic states (New Jersey, Delaware, Maryland) of the United States|It is commonly found in Middle Atlantic states (New Jersey, Delaware, Maryland) of the United States.",0,Latrodectus variolus|Latrodectus variolus|Latrodectus variolus,inaturalist,119,False,test,2774244
